person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
60,113430,OWN,3.3,MEDICAL,B,5138,20.11,0.1,N,23,0
64,86138,RENT,0.9,HOMEIMPROVEMENT,A,3366,17.11,0.67,N,4,0
45,98111,MORTGAGE,11.9,MEDICAL,A,9751,10.73,0.08,N,22,0
51,34023,OTHER,1.6,HOMEIMPROVEMENT,A,9448,8.77,0.61,N,11,0
29,60349,MORTGAGE,1.6,MEDICAL,C,23378,6.77,0.59,N,3,0
35,96533,OTHER,10.3,VENTURE,B,687,15.83,0.57,N,26,0
26,98286,MORTGAGE,,MEDICAL,C,32770,10.46,0.23,N,23,0
36,56979,OWN,13.2,EDUCATION,A,21462,16.62,0.48,N,26,0
42,37837,OTHER,0.1,PERSONAL,C,30411,6.44,0.63,N,26,1
45,29997,MORTGAGE,1.5,DEBTCONSOLIDATION,D,19598,12.09,0.53,N,13,0
40,119975,RENT,4.4,MEDICAL,B,7908,10.04,0.67,Y,8,0
41,103603,RENT,8.9,PERSONAL,E,17179,11.99,0.57,N,6,0
26,60039,MORTGAGE,1.2,VENTURE,C,4033,6.37,0.23,N,5,0
33,35923,OWN,10.7,VENTURE,D,4640,18.29,0.13,N,2,0
34,23876,OTHER,3.6,EDUCATION,B,27118,7.48,0.52,N,16,0
26,75973,MORTGAGE,6.5,EDUCATION,A,21154,5.66,0.63,N,10,0
28,17887,RENT,2.0,MEDICAL,E,31275,22.24,0.12,N,7,0
27,78723,OTHER,1.0,HOMEIMPROVEMENT,D,15176,8.83,0.15,N,15,0
42,57422,RENT,9.7,VENTURE,A,6505,,0.01,N,3,0
48,117390,RENT,10.8,PERSONAL,B,6370,22.57,0.44,N,13,1
37,66413,MORTGAGE,2.8,HOMEIMPROVEMENT,C,4404,14.91,0.45,N,24,0
50,117484,RENT,0.0,VENTURE,C,12473,14.76,0.42,Y,29,1
49,17841,OTHER,0.5,MEDICAL,E,2761,11.94,0.26,N,7,0
58,43756,OWN,3.4,VENTURE,A,18304,12.98,0.36,N,14,0
54,86576,MORTGAGE,0.1,EDUCATION,B,23577,13.98,0.64,N,5,0
37,25304,OTHER,2.0,PERSONAL,A,25180,8.11,0.15,Y,23,1
61,45341,MORTGAGE,1.4,PERSONAL,B,17362,11.89,0.17,N,17,0
58,19758,RENT,5.0,EDUCATION,A,22402,19.93,0.55,N,12,0
36,32010,RENT,0.2,HOMEIMPROVEMENT,E,9384,8.65,0.72,N,7,0
33,75758,OTHER,2.7,EDUCATION,C,3538,18.39,0.28,N,6,0
50,46658,OTHER,3.5,PERSONAL,D,33461,17.0,0.77,Y,2,1
43,64002,OWN,3.8,MEDICAL,A,32062,6.42,0.05,N,20,0
54,118318,OTHER,,HOMEIMPROVEMENT,A,26565,5.8,0.1,N,8,0
63,16375,OTHER,1.5,DEBTCONSOLIDATION,B,32584,11.68,0.38,Y,19,0
64,114485,MORTGAGE,4.6,VENTURE,B,12301,17.72,0.6,N,11,0
53,37092,RENT,7.5,DEBTCONSOLIDATION,D,21457,11.28,0.31,N,11,0
22,15490,OTHER,4.7,MEDICAL,B,3080,17.29,0.46,N,18,0
56,18729,OWN,10.8,DEBTCONSOLIDATION,A,27044,17.25,0.02,N,25,0
62,20974,OTHER,5.1,HOMEIMPROVEMENT,A,32954,19.76,0.38,N,8,0
59,100216,RENT,5.8,PERSONAL,A,11777,7.17,0.2,N,23,0
45,98860,OTHER,0.7,PERSONAL,D,33488,15.67,0.43,N,27,0
42,111870,MORTGAGE,2.2,MEDICAL,B,1375,6.51,0.44,N,22,0
63,36398,RENT,2.7,DEBTCONSOLIDATION,D,12154,8.53,0.63,N,23,0
58,49650,OTHER,1.2,HOMEIMPROVEMENT,C,1696,11.19,0.45,N,2,0
34,36292,MORTGAGE,3.0,VENTURE,A,23898,17.99,0.51,N,13,0
23,116291,RENT,1.4,DEBTCONSOLIDATION,A,14870,22.74,0.44,N,26,0
48,118889,OTHER,4.7,DEBTCONSOLIDATION,D,29017,11.5,0.82,N,18,1
41,18159,MORTGAGE,2.5,VENTURE,D,29359,14.68,0.66,N,17,1
44,113162,OWN,2.5,EDUCATION,B,1747,10.01,0.63,N,21,0
32,77766,MORTGAGE,16.5,MEDICAL,A,25064,17.42,0.52,N,16,0
37,109887,OWN,2.0,HOMEIMPROVEMENT,A,7611,11.93,0.44,N,20,0
52,117834,OTHER,1.8,MEDICAL,B,21473,13.97,0.29,N,21,0
35,32065,MORTGAGE,1.5,VENTURE,A,810,15.51,0.65,N,18,0
64,36638,OWN,9.0,HOMEIMPROVEMENT,A,11260,17.62,0.16,N,27,0
61,16073,RENT,2.7,PERSONAL,B,18488,6.47,0.03,N,5,0
63,61511,MORTGAGE,3.7,PERSONAL,A,22543,15.28,0.58,N,5,1
21,99307,OTHER,0.8,HOMEIMPROVEMENT,A,25444,13.07,0.12,N,4,0
54,115997,RENT,3.1,MEDICAL,E,24901,7.78,0.75,N,9,0
61,44320,OWN,1.3,MEDICAL,C,17881,9.1,0.64,N,24,0
53,84876,MORTGAGE,5.2,PERSONAL,F,33764,21.13,0.5,Y,10,0
49,49924,MORTGAGE,7.1,PERSONAL,B,22569,20.92,0.26,N,3,0
32,96720,OTHER,5.0,VENTURE,C,1698,5.99,0.53,N,27,0
32,55734,RENT,5.2,HOMEIMPROVEMENT,A,6410,17.67,0.4,Y,20,1
37,83116,MORTGAGE,2.9,MEDICAL,C,5984,15.26,0.24,N,23,0
51,55025,MORTGAGE,5.0,VENTURE,A,1076,22.13,0.78,N,19,0
51,109503,RENT,2.2,MEDICAL,A,33321,,0.13,Y,17,1
54,17159,MORTGAGE,4.2,PERSONAL,F,33496,15.72,0.63,N,29,0
58,63940,RENT,1.2,HOMEIMPROVEMENT,C,25854,7.87,0.66,N,29,0
48,94436,RENT,0.3,EDUCATION,E,30729,13.58,0.79,N,19,0
48,91976,RENT,2.1,HOMEIMPROVEMENT,B,12522,18.31,0.46,Y,27,1
63,29678,OTHER,2.5,DEBTCONSOLIDATION,B,1484,22.34,0.44,N,19,0
35,76075,RENT,1.2,EDUCATION,B,13160,11.88,0.76,N,13,0
63,62204,RENT,5.2,VENTURE,D,25544,19.37,0.66,N,3,1
29,27021,OWN,0.3,EDUCATION,C,19351,17.56,0.63,N,22,0
49,21772,OWN,1.0,EDUCATION,E,33799,6.79,0.65,N,29,0
44,82163,OTHER,5.5,VENTURE,A,14211,15.33,0.41,N,2,1
58,88755,RENT,2.3,HOMEIMPROVEMENT,D,11727,8.67,0.03,N,24,0
39,38464,OWN,4.9,VENTURE,B,8528,17.57,0.16,Y,17,0
24,66137,OWN,3.4,DEBTCONSOLIDATION,A,17445,16.26,0.53,N,18,0
20,45232,MORTGAGE,12.0,PERSONAL,C,33357,22.72,0.33,N,2,0
49,76497,RENT,3.6,PERSONAL,C,26482,22.05,0.5,N,22,0
22,89024,OWN,0.1,EDUCATION,A,1792,5.57,0.46,N,24,0
64,115485,OTHER,1.7,VENTURE,A,24380,6.82,0.36,N,4,0
33,66448,MORTGAGE,0.6,VENTURE,B,33038,19.09,0.19,N,24,1
49,99517,MORTGAGE,10.3,VENTURE,B,8059,17.6,0.6,N,26,0
23,15901,RENT,0.4,DEBTCONSOLIDATION,B,22039,19.66,0.75,N,28,1
37,102980,RENT,2.0,DEBTCONSOLIDATION,A,13704,10.15,0.64,Y,21,1
56,98597,MORTGAGE,1.0,HOMEIMPROVEMENT,A,2752,20.52,0.1,N,17,0
44,17881,OTHER,7.5,MEDICAL,F,10366,13.28,0.45,N,22,0
20,44863,RENT,1.5,MEDICAL,F,25300,10.06,0.69,Y,15,0
34,20622,RENT,19.3,MEDICAL,B,8053,5.59,0.49,N,17,0
28,16378,MORTGAGE,0.2,HOMEIMPROVEMENT,G,33331,20.91,0.36,N,25,1
34,98168,MORTGAGE,0.5,VENTURE,C,2287,14.93,0.24,N,10,0
43,108847,RENT,1.0,MEDICAL,A,12226,22.76,0.27,N,22,0
23,86186,OWN,6.7,VENTURE,A,4415,18.12,0.2,Y,29,0
31,60201,RENT,8.4,EDUCATION,E,592,6.83,0.16,N,22,0
56,74251,OWN,0.3,MEDICAL,C,11434,,0.49,N,3,0
56,87572,MORTGAGE,0.1,EDUCATION,D,30495,5.7,0.42,N,26,0
62,54255,OWN,,HOMEIMPROVEMENT,E,32969,15.33,0.61,N,14,0
25,78212,OTHER,0.6,PERSONAL,B,2177,11.63,0.26,N,23,0
58,65210,MORTGAGE,0.6,DEBTCONSOLIDATION,A,28742,16.85,0.38,N,6,0
43,37499,RENT,0.1,HOMEIMPROVEMENT,A,22392,15.04,0.56,N,22,0
30,117552,RENT,0.2,HOMEIMPROVEMENT,A,22614,10.05,0.8,N,21,0
32,66628,MORTGAGE,1.2,HOMEIMPROVEMENT,A,27557,8.29,0.29,Y,18,0
53,76360,MORTGAGE,0.3,MEDICAL,B,32032,12.6,0.25,N,7,0
44,19603,OTHER,1.8,EDUCATION,A,10669,22.97,0.37,N,18,0
26,108309,MORTGAGE,7.2,DEBTCONSOLIDATION,A,31240,13.16,0.6,N,27,0
23,100473,RENT,1.6,MEDICAL,B,10530,18.73,0.8,N,3,0
27,27632,OTHER,5.2,PERSONAL,B,11252,6.41,0.45,N,8,0
39,45607,RENT,0.4,DEBTCONSOLIDATION,B,7551,12.14,0.67,Y,18,0
48,106873,OWN,4.3,HOMEIMPROVEMENT,B,11089,,0.39,N,25,0
64,80756,MORTGAGE,1.5,VENTURE,C,11895,18.77,0.03,N,9,0
29,61994,OWN,5.5,PERSONAL,F,13333,14.81,0.74,N,24,0
62,78382,RENT,0.6,EDUCATION,A,1098,14.57,0.24,N,24,0
53,85354,OWN,9.1,PERSONAL,A,14867,19.0,0.12,N,2,0
45,71344,OWN,1.1,MEDICAL,E,18928,10.98,0.83,N,20,0
60,68775,RENT,1.7,VENTURE,C,17142,7.01,0.29,N,26,0
22,22349,RENT,12.0,MEDICAL,D,21455,11.58,0.11,N,6,0
25,86154,MORTGAGE,3.5,DEBTCONSOLIDATION,A,10597,8.23,0.26,N,6,0
24,42464,OWN,1.8,HOMEIMPROVEMENT,D,13707,22.59,0.43,N,24,0
24,57624,OTHER,12.0,HOMEIMPROVEMENT,E,23060,15.68,0.07,N,28,0
42,52344,OTHER,1.6,PERSONAL,C,23926,13.35,0.29,N,27,0
28,98791,RENT,0.4,HOMEIMPROVEMENT,A,1297,21.63,0.56,N,25,0
54,39299,RENT,23.0,HOMEIMPROVEMENT,E,6213,21.43,0.76,N,23,0
39,62975,OWN,1.2,DEBTCONSOLIDATION,D,20904,12.8,0.33,N,22,0
61,16462,RENT,7.6,EDUCATION,D,6411,20.97,0.47,N,2,0
54,96441,OTHER,0.7,EDUCATION,A,4454,6.54,0.53,N,27,0
37,105456,MORTGAGE,5.3,MEDICAL,D,4812,21.17,0.06,N,11,0
36,96788,MORTGAGE,3.0,MEDICAL,A,31375,10.93,0.28,Y,11,0
43,55581,OWN,15.8,EDUCATION,A,18940,15.46,0.57,N,26,0
22,115372,MORTGAGE,3.2,PERSONAL,C,16328,10.2,0.61,N,23,0
51,86289,RENT,,EDUCATION,B,31398,22.93,0.3,N,4,0
54,29175,RENT,3.7,MEDICAL,C,15927,6.68,0.01,N,29,0
57,21191,RENT,0.6,VENTURE,C,30141,13.36,0.01,N,13,0
32,98434,RENT,6.4,HOMEIMPROVEMENT,A,22669,16.45,0.45,Y,27,1
44,99518,OWN,7.8,DEBTCONSOLIDATION,C,34715,16.36,0.46,N,13,0
28,95158,MORTGAGE,2.6,VENTURE,E,2451,18.55,0.46,N,8,1
23,81537,OTHER,,VENTURE,A,22454,18.29,0.6,N,17,0
33,62645,MORTGAGE,0.6,HOMEIMPROVEMENT,C,14327,19.52,0.76,N,21,0
56,38283,RENT,2.7,EDUCATION,B,9465,9.57,0.82,Y,4,0
53,101971,OTHER,2.0,PERSONAL,B,33596,12.0,0.58,N,29,0
30,107759,OWN,3.8,VENTURE,B,9485,12.2,0.43,N,8,0
60,74123,RENT,0.2,PERSONAL,B,33141,22.41,0.12,N,23,1
22,117780,RENT,5.6,DEBTCONSOLIDATION,A,23397,12.69,0.32,N,15,0
47,45024,OTHER,0.3,DEBTCONSOLIDATION,G,6473,9.35,0.48,N,28,0
48,64630,OWN,4.3,DEBTCONSOLIDATION,C,18294,16.66,0.83,Y,5,0
28,45734,OTHER,0.1,MEDICAL,C,8214,13.01,0.11,N,11,0
22,15515,OWN,7.1,VENTURE,B,1637,9.85,0.66,N,25,0
44,81727,RENT,0.8,DEBTCONSOLIDATION,C,3773,18.13,0.83,N,3,0
53,112800,MORTGAGE,2.9,MEDICAL,B,23127,8.82,0.67,N,23,0
31,61216,RENT,1.2,DEBTCONSOLIDATION,B,32693,16.67,0.64,N,17,0
61,86833,MORTGAGE,5.1,EDUCATION,B,15651,13.06,0.21,N,4,0
28,73755,MORTGAGE,1.6,VENTURE,B,10655,11.08,0.0,N,16,0
34,42856,OWN,5.2,MEDICAL,A,27241,22.24,0.19,Y,9,0
59,88870,OTHER,1.3,DEBTCONSOLIDATION,C,23448,11.17,0.66,N,17,0
44,39162,OWN,5.6,MEDICAL,D,5136,11.59,0.09,N,12,0
24,21008,RENT,0.1,DEBTCONSOLIDATION,A,32149,20.9,0.25,N,25,0
30,22987,OTHER,,EDUCATION,A,2846,7.7,0.47,N,12,0
53,77532,MORTGAGE,2.8,PERSONAL,A,14484,7.32,0.48,N,12,0
43,111502,MORTGAGE,0.2,DEBTCONSOLIDATION,F,1542,10.43,0.45,N,2,0
34,18332,RENT,0.8,PERSONAL,D,13563,15.93,0.81,N,3,0
57,81323,OTHER,10.9,VENTURE,C,20990,12.24,0.01,N,21,0
27,53990,RENT,15.1,EDUCATION,E,7802,,0.4,Y,2,0
24,24873,RENT,5.4,VENTURE,B,22376,8.24,0.42,N,20,0
45,97542,OWN,1.2,PERSONAL,G,16794,10.05,0.24,N,21,0
37,100761,RENT,1.2,EDUCATION,B,2802,15.46,0.44,N,11,0
25,51444,OTHER,4.2,HOMEIMPROVEMENT,A,19517,9.27,0.56,N,20,0
56,50340,RENT,0.5,EDUCATION,C,861,12.93,0.56,Y,22,0
32,20033,OTHER,11.8,EDUCATION,B,17671,15.59,0.07,N,12,0
47,88324,MORTGAGE,1.0,HOMEIMPROVEMENT,C,29827,22.73,0.67,Y,13,0
24,30689,RENT,31.7,MEDICAL,B,5592,6.82,0.77,N,11,0
32,102134,OTHER,2.7,MEDICAL,C,17437,13.6,0.1,N,8,0
36,118016,MORTGAGE,,MEDICAL,B,14317,12.45,0.35,N,25,0
59,110239,OTHER,,PERSONAL,A,10279,20.07,0.42,N,9,0
64,15066,MORTGAGE,,EDUCATION,E,5016,21.43,0.11,N,12,0
51,60246,OWN,1.3,DEBTCONSOLIDATION,E,30614,21.54,0.42,N,19,0
48,22533,RENT,4.4,HOMEIMPROVEMENT,F,15030,12.08,0.17,N,17,0
22,95639,RENT,6.6,DEBTCONSOLIDATION,D,9810,10.82,0.78,N,2,0
59,85152,MORTGAGE,0.7,PERSONAL,C,34781,13.39,0.37,N,7,1
53,74658,OWN,2.3,HOMEIMPROVEMENT,C,24309,11.52,0.83,N,18,0
59,53498,OTHER,2.7,DEBTCONSOLIDATION,A,22235,18.2,0.04,Y,23,1
46,26772,OWN,1.5,PERSONAL,A,7249,9.2,0.11,N,14,0
32,104385,OTHER,2.6,PERSONAL,B,28137,17.12,0.37,N,24,0
64,64036,OTHER,1.5,PERSONAL,E,7505,21.9,0.73,Y,26,0
52,73531,RENT,1.8,HOMEIMPROVEMENT,A,30398,10.38,0.46,Y,11,0
25,27940,MORTGAGE,4.4,DEBTCONSOLIDATION,E,24038,17.45,0.61,N,11,1
43,31932,RENT,4.0,DEBTCONSOLIDATION,C,22208,7.96,0.35,Y,2,0
38,110305,RENT,1.1,VENTURE,D,25967,7.56,0.03,Y,8,0
35,71827,RENT,9.1,PERSONAL,A,14912,7.46,0.54,N,21,0
59,76431,OTHER,,MEDICAL,B,29878,7.87,0.53,N,10,1
47,39648,RENT,2.8,EDUCATION,F,28602,9.25,0.06,N,12,0
52,47966,OTHER,2.3,VENTURE,B,13544,15.42,0.14,N,21,0
60,42777,MORTGAGE,1.9,VENTURE,B,31809,19.05,0.4,N,3,0
32,47567,OTHER,4.9,HOMEIMPROVEMENT,A,18739,7.66,0.37,Y,2,1
62,32174,OTHER,4.5,VENTURE,A,2935,20.89,0.62,N,24,0
64,57598,OWN,0.9,DEBTCONSOLIDATION,A,23664,20.4,0.32,N,13,0
44,74199,RENT,4.5,HOMEIMPROVEMENT,C,3886,18.35,0.55,N,8,0
61,28798,RENT,1.2,HOMEIMPROVEMENT,B,5940,12.98,0.58,Y,20,0
55,80364,RENT,0.1,MEDICAL,C,6936,5.43,0.54,N,6,0
46,32558,RENT,4.8,PERSONAL,A,7903,18.48,0.49,N,27,0
57,76084,OWN,4.1,VENTURE,D,23742,21.05,0.67,N,13,0
26,59237,OWN,2.1,PERSONAL,D,3439,11.37,0.55,N,15,1
24,80497,OWN,3.0,PERSONAL,A,17722,18.18,0.69,N,29,0
62,15178,OWN,11.8,PERSONAL,B,27777,6.5,0.53,N,8,0
64,101006,RENT,3.6,HOMEIMPROVEMENT,A,21643,18.03,0.13,N,9,0
50,32118,OTHER,4.3,PERSONAL,D,3638,6.62,0.26,N,15,0
42,37616,MORTGAGE,0.3,VENTURE,D,21489,15.85,0.27,N,13,1
61,15798,OWN,0.7,HOMEIMPROVEMENT,E,3662,16.04,0.08,N,10,1
29,22601,OTHER,,VENTURE,A,3252,10.78,0.57,Y,11,1
51,40363,OWN,3.1,HOMEIMPROVEMENT,B,26265,6.81,0.49,Y,11,0
62,17795,RENT,6.0,EDUCATION,A,1337,22.3,0.49,N,2,0
49,112462,RENT,1.5,EDUCATION,B,28974,14.93,0.4,N,26,0
58,60264,OTHER,1.8,EDUCATION,C,12543,15.72,0.45,N,23,0
50,117892,OTHER,1.2,EDUCATION,A,24572,16.35,0.01,Y,7,0
37,87833,OTHER,1.2,HOMEIMPROVEMENT,D,3153,21.26,0.08,N,15,0
55,18084,RENT,11.9,PERSONAL,C,23024,6.47,0.57,Y,24,0
21,110865,RENT,4.0,MEDICAL,D,20233,21.3,0.22,N,10,0
33,91646,MORTGAGE,0.7,DEBTCONSOLIDATION,B,19270,9.67,0.09,N,24,0
32,15731,OTHER,5.1,MEDICAL,E,13304,6.79,0.27,N,24,0
48,16129,MORTGAGE,5.1,EDUCATION,G,16710,17.1,0.21,N,28,1
31,43022,OWN,4.4,PERSONAL,E,34529,22.79,0.02,N,13,0
58,16605,MORTGAGE,0.6,VENTURE,D,8133,6.42,0.34,N,20,0
21,92506,OWN,2.1,PERSONAL,D,8812,12.98,0.02,N,27,0
51,59130,OWN,0.5,VENTURE,C,20729,14.83,0.0,N,26,0
32,44265,MORTGAGE,6.8,MEDICAL,A,3384,9.89,0.66,N,21,0
46,47330,OTHER,4.3,PERSONAL,C,21022,22.9,0.26,N,23,0
60,83469,OWN,2.8,PERSONAL,D,6123,16.81,0.47,N,24,0
36,30187,OTHER,1.7,DEBTCONSOLIDATION,G,11960,20.43,0.25,N,29,0
59,40791,RENT,0.8,MEDICAL,C,10734,12.8,0.77,N,13,0
50,105436,OWN,,PERSONAL,B,19003,11.7,0.61,Y,26,0
53,85610,RENT,13.9,VENTURE,C,24600,15.25,0.31,N,14,1
43,106962,MORTGAGE,0.9,PERSONAL,F,17374,13.15,0.17,N,27,1
64,54867,OTHER,0.2,VENTURE,A,29920,18.13,0.11,N,29,0
54,15893,MORTGAGE,13.0,EDUCATION,B,882,10.13,0.63,N,4,0
25,114694,OWN,3.2,PERSONAL,C,9869,13.4,0.38,N,12,0
38,34773,RENT,6.4,VENTURE,A,24161,21.33,0.19,N,3,0
49,19239,OWN,0.2,MEDICAL,A,1150,18.86,0.76,Y,19,0
26,35863,MORTGAGE,3.3,EDUCATION,B,21799,8.39,0.32,N,19,0
29,66415,OTHER,2.0,PERSONAL,E,27362,21.19,0.45,Y,26,1
60,83968,OTHER,5.9,DEBTCONSOLIDATION,A,31653,15.88,0.71,N,25,0
51,115675,OWN,0.2,VENTURE,B,16812,17.49,0.69,N,26,0
53,75430,OWN,2.1,DEBTCONSOLIDATION,D,11443,10.64,0.53,N,10,0
47,16515,RENT,6.4,PERSONAL,F,3698,13.26,0.74,N,2,1
34,112206,MORTGAGE,3.0,VENTURE,G,17825,19.76,0.79,N,27,0
49,119630,OWN,3.2,PERSONAL,B,9232,11.29,0.78,N,27,0
56,29605,RENT,0.4,EDUCATION,F,6305,8.34,0.29,N,17,0
48,71240,OWN,0.6,EDUCATION,A,19413,12.13,0.33,N,26,0
41,20586,OTHER,4.5,PERSONAL,D,1702,6.63,0.2,Y,2,0
23,116221,RENT,4.5,PERSONAL,C,17534,18.18,0.69,N,22,0
39,46186,RENT,15.5,HOMEIMPROVEMENT,A,3506,8.03,0.1,N,21,0
51,41928,OWN,5.0,PERSONAL,C,9005,10.48,0.29,N,25,0
55,113264,MORTGAGE,2.7,PERSONAL,A,20998,21.08,0.01,N,6,0
23,98087,OTHER,7.8,DEBTCONSOLIDATION,E,17005,15.02,0.49,N,29,0
46,102029,MORTGAGE,0.4,DEBTCONSOLIDATION,B,7103,11.12,0.55,Y,26,0
36,35711,RENT,2.4,EDUCATION,C,25244,15.15,0.21,N,18,0
31,69962,MORTGAGE,1.4,DEBTCONSOLIDATION,A,4182,9.29,0.61,N,9,0
41,35039,RENT,0.4,PERSONAL,A,13960,5.85,0.32,N,7,0
36,51561,MORTGAGE,5.8,MEDICAL,G,14059,16.15,0.26,N,2,0
29,90483,OWN,2.9,PERSONAL,D,29044,18.11,0.79,N,14,0
20,112871,MORTGAGE,3.3,HOMEIMPROVEMENT,F,7364,21.06,0.49,Y,19,0
41,96395,RENT,2.1,VENTURE,B,24278,19.14,0.21,N,5,0
45,103658,OTHER,2.5,EDUCATION,A,14734,21.89,0.82,Y,16,1
37,16577,OTHER,0.5,DEBTCONSOLIDATION,C,29093,22.95,0.32,N,15,1
33,43350,OTHER,4.5,MEDICAL,B,2229,18.66,0.54,Y,17,0
48,48798,RENT,2.3,VENTURE,A,22836,20.85,0.6,N,6,0
31,112434,MORTGAGE,6.8,MEDICAL,D,12913,17.39,0.35,N,2,0
55,96417,OTHER,0.9,EDUCATION,B,30264,8.44,0.44,N,27,0
54,25785,OTHER,0.9,DEBTCONSOLIDATION,A,8168,8.63,0.2,N,24,0
31,87227,OTHER,4.2,HOMEIMPROVEMENT,B,13760,7.36,0.39,N,5,0
26,76957,OWN,7.5,EDUCATION,C,11808,22.18,0.26,N,18,0
48,80431,RENT,2.6,MEDICAL,D,9396,17.37,0.45,N,29,1
30,32297,RENT,,MEDICAL,B,19783,19.46,0.56,N,7,0
52,86894,RENT,29.2,EDUCATION,C,20091,11.29,0.51,N,26,0
25,78772,RENT,,PERSONAL,A,25782,13.6,0.64,N,26,0
34,34581,RENT,5.5,EDUCATION,E,14419,6.11,0.03,N,28,0
51,70192,OWN,5.4,DEBTCONSOLIDATION,E,8174,21.22,0.07,N,5,0
30,16462,MORTGAGE,1.1,DEBTCONSOLIDATION,C,31199,20.58,0.17,N,8,0
42,79173,OWN,7.2,HOMEIMPROVEMENT,A,31340,19.37,0.82,N,27,0
45,30511,OTHER,2.1,EDUCATION,C,18892,6.44,0.66,N,2,0
53,91106,OWN,13.1,VENTURE,C,32460,8.5,0.77,N,11,0
53,63665,RENT,0.3,DEBTCONSOLIDATION,G,5221,11.35,0.23,N,14,0
48,59414,OWN,2.3,DEBTCONSOLIDATION,G,29697,10.08,0.48,Y,10,1
23,96010,RENT,,DEBTCONSOLIDATION,E,26673,20.32,0.46,Y,15,1
36,87573,OWN,2.1,PERSONAL,A,1566,8.87,0.47,Y,2,0
54,108665,RENT,0.9,VENTURE,F,27875,14.87,0.6,N,10,1
32,28386,OTHER,3.6,EDUCATION,C,2418,15.57,0.33,N,7,0
60,69460,RENT,5.6,PERSONAL,D,9957,12.97,0.56,Y,11,0
58,21221,OWN,,DEBTCONSOLIDATION,B,11226,9.68,0.65,N,12,0
34,38474,OTHER,1.1,VENTURE,B,14782,22.49,0.24,N,8,0
48,36045,OWN,5.3,VENTURE,B,25315,12.76,0.78,N,21,0
48,106319,OTHER,1.2,PERSONAL,A,23094,18.35,0.43,N,26,0
30,19922,MORTGAGE,0.8,DEBTCONSOLIDATION,B,7948,8.68,0.61,N,29,0
51,37706,MORTGAGE,4.7,PERSONAL,E,1642,20.05,0.61,N,23,0
21,57771,MORTGAGE,7.4,MEDICAL,A,20732,9.24,0.47,N,13,0
33,67335,OWN,2.6,DEBTCONSOLIDATION,A,1915,17.42,0.27,N,23,0
39,113015,OWN,3.0,PERSONAL,A,6874,14.42,0.55,Y,13,0
41,67949,OTHER,,EDUCATION,B,27474,8.01,0.07,N,15,0
30,85714,OTHER,2.7,DEBTCONSOLIDATION,G,34028,5.84,0.81,N,11,0
46,110558,OTHER,0.6,HOMEIMPROVEMENT,A,4142,21.97,0.15,N,17,0
22,30240,OTHER,12.5,DEBTCONSOLIDATION,A,18436,7.64,0.23,N,23,0
36,106756,RENT,,MEDICAL,E,32414,17.95,0.79,N,5,0
63,117272,MORTGAGE,4.4,PERSONAL,E,9847,17.02,0.15,N,24,0
47,17716,RENT,3.1,HOMEIMPROVEMENT,A,25432,11.48,0.14,N,15,0
48,31574,RENT,6.3,MEDICAL,D,24093,8.7,0.67,N,3,0
40,98255,RENT,2.7,EDUCATION,C,1828,8.57,0.21,N,3,0
35,88717,RENT,,DEBTCONSOLIDATION,D,19260,15.82,0.08,N,12,0
56,59066,MORTGAGE,0.7,HOMEIMPROVEMENT,B,20125,15.14,0.19,N,12,0
39,76826,RENT,4.2,PERSONAL,G,27067,20.99,0.74,N,7,0
25,35213,OTHER,10.6,PERSONAL,A,12563,16.79,0.23,N,26,0
38,86916,OWN,0.7,EDUCATION,A,32130,19.98,0.58,N,4,0
24,81151,OTHER,0.8,MEDICAL,B,27461,5.98,0.33,N,24,0
22,65906,OWN,2.3,HOMEIMPROVEMENT,B,3640,17.34,0.22,Y,10,0
20,15463,OTHER,6.6,EDUCATION,E,17765,9.56,0.12,N,29,0
57,46973,OTHER,1.4,MEDICAL,C,9230,9.9,0.81,Y,26,1
34,89694,OWN,1.2,VENTURE,A,14557,18.23,0.43,N,4,0
53,35651,MORTGAGE,3.9,VENTURE,B,4057,19.52,0.1,N,2,0
54,83694,RENT,3.1,MEDICAL,B,29614,12.02,0.17,Y,3,0
44,35008,OTHER,0.2,PERSONAL,F,13711,19.46,0.34,N,16,0
43,85474,MORTGAGE,0.3,PERSONAL,C,19080,13.3,0.45,N,12,0
31,53185,RENT,4.1,VENTURE,C,18834,20.67,0.15,N,9,0
37,102924,MORTGAGE,,PERSONAL,D,10302,5.84,0.23,N,17,1
34,89417,MORTGAGE,14.2,PERSONAL,D,22821,6.89,0.65,N,24,0
63,86139,RENT,4.5,MEDICAL,C,4507,19.22,0.35,Y,18,0
35,49980,OTHER,0.0,DEBTCONSOLIDATION,A,5175,16.51,0.0,N,4,0
46,37504,MORTGAGE,2.6,MEDICAL,E,14558,15.35,0.04,N,9,0
27,69970,OTHER,2.1,PERSONAL,D,6719,16.33,0.36,N,8,0
44,31766,OTHER,0.5,MEDICAL,D,15945,21.96,0.05,N,22,1
36,108922,OTHER,10.3,HOMEIMPROVEMENT,G,8918,17.07,0.14,N,4,0
48,26695,RENT,6.5,VENTURE,D,24414,16.93,0.6,Y,8,0
27,32796,OWN,1.0,DEBTCONSOLIDATION,D,30130,18.92,0.4,Y,6,0
